Not Assigned,2,1466,PBANKA_0000101.1
Not Assigned,3142,3563,PBANKA_0000201.1
Not Assigned,5519,6295,PBANKA_0000301.1
Not Assigned,7677,8886,PBANKA_0000401.1
Not Assigned,11314,12359,PBANKA_0000600.1
Not Assigned,14967,16089,PBANKA_0000701.1
Not Assigned,18408,19512,PBANKA_0000801.1
Not Assigned,21684,23789,PBANKA_0000901.1
Not Assigned,27649,28863,PBANKA_0001001.1
Not Assigned,31295,32438,PBANKA_0001101.1
Not Assigned,3461,4899,PBANKA_0001200.1
Not Assigned,34779,35894,PBANKA_0001201.1
Not Assigned,38189,39385,PBANKA_0001301.1
Not Assigned,41897,43091,PBANKA_0001401.1
Not Assigned,45928,47041,PBANKA_0001501.1
Not Assigned,48795,50417,PBANKA_0001601.1
Not Assigned,53843,55016,PBANKA_0006300.1
Not Assigned,733,1555,PBANKA_0006401.1
Not Assigned,3023,3845,PBANKA_0006501.1
Not Assigned,5313,6135,PBANKA_0006600.1
Not Assigned,7603,8428,PBANKA_0006701.1
Not Assigned,9893,10715,PBANKA_0006800.1
Not Assigned,12183,13005,PBANKA_0006900.1
Not Assigned,14473,15292,PBANKA_0007000.1
Not Assigned,16763,17585,PBANKA_0007100.1
Not Assigned,19053,19875,PBANKA_0007200.1
Not Assigned,21343,22165,PBANKA_0007300.1
Not Assigned,23498,24711,PBANKA_0007401.1
Not Assigned,28137,29759,PBANKA_0007501.1
Not Assigned,31539,32626,PBANKA_0007601.1
Not Assigned,1120,2672,PBANKA_0007701.1
Not Assigned,6017,6911,PBANKA_0007801.1
Not Assigned,9729,10923,PBANKA_0007901.1
Not Assigned,13760,14847,PBANKA_0008001.1
Not Assigned,16627,18240,PBANKA_0008101.1
Not Assigned,21666,22876,PBANKA_0008201.1
Not Assigned,403,888,PBANKA_0008301.1
Not Assigned,2673,3454,PBANKA_0008401.1
Not Assigned,4997,5774,PBANKA_0008501.1
Not Assigned,7228,8044,PBANKA_0008601.1
Not Assigned,9538,9984,PBANKA_0008701.1
Not Assigned,11,697,PBANKA_0008801.1
Not Assigned,2241,2994,PBANKA_0008901.1
Not Assigned,4502,5286,PBANKA_0009101.1
1,1098,2047,PBANKA_0100021.1
1,8896,14118,PBANKA_0100041.1
1,21970,22548,PBANKA_0100061.1
1,24218,25286,PBANKA_0100081.1
1,26371,27916,PBANKA_0100100.1
1,29285,30482,PBANKA_0100200.1
1,33270,34584,PBANKA_0100300.1
1,36844,38783,PBANKA_0100400.1
1,40052,41483,PBANKA_0100500.1
1,42789,43271,PBANKA_0100600.1
1,45315,46473,PBANKA_0100700.1
1,47559,51707,PBANKA_0100800.1
1,56253,60273,PBANKA_0100900.1
1,61396,62666,PBANKA_0101000.1
1,63665,64618,PBANKA_0101100.1
1,65221,68380,PBANKA_0101200.1
1,69076,70230,PBANKA_0101300.1
1,70637,75081,PBANKA_0101400.1
1,77684,79087,PBANKA_0101500.1
1,79755,81779,PBANKA_0101600.1
1,82175,83622,PBANKA_0101700.1
1,85535,87034,PBANKA_0101800.1
1,88330,89766,PBANKA_0101900.1
1,92030,93454,PBANKA_0102000.1
1,94042,95595,PBANKA_0102100.1
1,96818,99523,PBANKA_0102200.1
1,102681,104003,PBANKA_0102300.1
1,104749,110663,PBANKA_0102400.1
1,112462,113895,PBANKA_0102500.1
1,113956,121877,PBANKA_0102600.1
1,122663,123781,PBANKA_0102700.1
1,125050,129579,PBANKA_0102800.1
1,130777,136563,PBANKA_0102900.1
1,140282,141004,PBANKA_0103000.1
1,141669,143660,PBANKA_0103100.1
1,144470,145601,PBANKA_0103200.1
1,148463,155002,PBANKA_0103300.1
1,155566,157169,PBANKA_0103400.1
1,157943,162247,PBANKA_0103500.1
1,163005,163640,PBANKA_0103700.1
1,164310,164894,PBANKA_0103800.1
1,168401,170608,PBANKA_0103900.1
1,171686,173060,PBANKA_0104000.1
1,173897,175356,PBANKA_0104100.1
1,175962,176435,PBANKA_0104200.1
1,176438,178580,PBANKA_0104300.1
1,179179,185103,PBANKA_0104400.1
1,187036,187815,PBANKA_0104500.1
1,188330,193927,PBANKA_0104600.1
1,196519,198072,PBANKA_0104700.1
1,198567,201569,PBANKA_0104800.1
1,204670,206858,PBANKA_0104900.1
1,207928,208744,PBANKA_0105000.1
1,210136,210904,PBANKA_0105100.1
1,211904,214468,PBANKA_0105200.1
1,216483,221962,PBANKA_0105300.1
1,224533,229071,PBANKA_0105400.1
1,230049,230699,PBANKA_0105500.1
1,233100,235901,PBANKA_0105600.1
1,236912,240021,PBANKA_0105700.1
1,240576,241896,PBANKA_0105800.1
1,242994,244392,PBANKA_0105900.1
1,244883,248217,PBANKA_0106000.1
1,249342,250724,PBANKA_0106100.1
1,251097,253855,PBANKA_0106200.1
1,258200,264727,PBANKA_0106300.1
1,265588,267452,PBANKA_0106400.1
1,268315,270678,PBANKA_0106500.1
1,270985,273139,PBANKA_0106600.1
1,273659,277192,PBANKA_0106700.1
1,277341,278201,PBANKA_0106800.1
1,278666,281917,PBANKA_0106900.1
1,282506,283870,PBANKA_0106950.1
1,284338,284748,PBANKA_0107000.1
1,285801,286753,PBANKA_0107100.1
1,288589,289663,PBANKA_0107200.1
1,291081,292796,PBANKA_0107300.1
1,294827,296071,PBANKA_0107400.1
1,297139,299950,PBANKA_0107500.1
1,301998,318320,PBANKA_0107600.1
1,318879,320670,PBANKA_0107700.1
1,322206,323736,PBANKA_0107800.1
1,324834,327357,PBANKA_0107900.1
1,327781,329589,PBANKA_0108000.1
1,330792,335330,PBANKA_0108100.1
1,337150,342054,PBANKA_0108200.1
1,343077,344303,PBANKA_0108300.1
1,347207,352450,PBANKA_0108400.1
1,353132,354372,PBANKA_0108500.1
1,354635,356417,PBANKA_0108600.1
1,357597,359636,PBANKA_0108700.1
1,363203,363613,PBANKA_0108800.1
1,364126,364699,PBANKA_0108900.1
1,366467,367448,PBANKA_0109000.1
1,367720,369732,PBANKA_0109100.1
1,370462,373986,PBANKA_0109200.1
1,375602,376720,PBANKA_0109300.1
1,378228,378494,PBANKA_0109400.1
1,379499,380595,PBANKA_0109500.1
1,381814,382954,PBANKA_0109600.1
1,383303,385711,PBANKA_0109700.1
1,392770,393882,PBANKA_0109800.1
1,395262,397115,PBANKA_0109900.1
1,398398,398874,PBANKA_0110000.1
1,400224,408553,PBANKA_0110100.1
1,411711,412630,PBANKA_0110200.1
1,413202,413673,PBANKA_0110300.1
1,414620,416326,PBANKA_0110400.1
1,417832,424673,PBANKA_0110500.1
1,425950,426303,PBANKA_0110600.1
1,426330,427034,PBANKA_0110700.1
1,427379,427738,PBANKA_0110800.1
1,428391,429608,PBANKA_0110900.1
1,430565,431569,PBANKA_0111000.1
1,432195,433178,PBANKA_0111100.1
1,435297,437330,PBANKA_0111200.1
1,438265,440094,PBANKA_0111300.1
1,438265,440094,PBANKA_0111300.2
1,442214,442980,PBANKA_0111400.1
1,443993,444279,PBANKA_0111500.1
1,444999,448675,PBANKA_0111600.1
1,450549,451316,PBANKA_0111700.1
1,451528,454530,PBANKA_0111800.1
1,457092,459260,PBANKA_0111900.1
1,459663,461609,PBANKA_0112000.1
1,465529,473341,PBANKA_0112100.1
1,473752,479628,PBANKA_0112200.1
1,482503,485040,PBANKA_0112300.1
1,486084,488519,PBANKA_0112400.1
1,489776,492033,PBANKA_0112500.1
1,494648,496159,PBANKA_0112600.1
1,498163,499747,PBANKA_0112621.1
